Question,Answer
الدعاء (بسم الله والصلاة والسلام على رسول الله وعلى آله، اللهم اغفر ذنوبي وافتح لي أبواب رحمتك) يستحب للمسلم أن يدعو به عند؟, دخول المسجد
كم مرة وردت كلمة (تلاوة) في القرآن الكريم؟, مرة واحدة
صحابي قال له الرسول صلى الله عليه وسلم: ( تمشي وحدك وتموت وحدك وتبعث وحدك) فمن هو؟, أبو ذر الغفاري
قال تعالى: (ننزل الملائكة والروح فيها بإذن ربهم) سورة القدر(4) المقصود بـ(الروح) هو؟, جبريل
من الذي عقد مع رسول الله صلى الله عليه وسلم صلح الحديبية عن قريش؟, سهيل بن عمرو
كم كان عمر النبي صلى الله عليه وسلم حين وفاة زوجته خديجة بنت خويلد رضى الله عنها؟, 51 عاما
ما آخر سورة نزلت في مكة؟, المرسلات
كم ورد لفظ (الصمد) في القرآن الكريم؟, مرة واحدة
في عهد من من خلفاء المسلمين وقعت معركة اليرموك؟, عمر بن الخطاب
متى توفيت أم المؤمنين زينب بنت جحش رضى الله عنها؟, سنة 20 هجرية
ما هو الشئ الذي كان النبي صلى الله عليه وسلم لا يرده؟, الطيب
كم وردت كلمة (أف) في القرآن الكريم ؟, ثلاث مرات
القائد المسلم الذي فتح مدينة تدمر الأثرية هو؟, خالد بن الوليد
في أي عام فرضت زكاة الفطر؟, عام 2 هجرية
قال تعالى: (ولا طعام إلا من غسلين) سورة الحاقة (36)، ما المقصود بـ(غسلين)؟, القيح والصديد
من هو أول شهيد في غزوة أحد؟, عبدالله بن حرام
كم ورد لفظ (الكعبة) في القرآن الكريم؟, مرتان
من الذي دخل النبي صلى الله عليه وسلم في جواره حين عاد من الطائف؟, المطعم بن عدي
كم ورد لفظ (الكهف) في القرآن الكريم؟, ست مرات
كم عدد خلفاء الدولة العباسية؟, 37 خليفة
من الصحابي الذي وطأ الجنة بعرجته؟, عمرو بن الجموح
ما هو الإسم الأخر التي تسمى به سورة الزمر؟, سورة الغرف
من أول من ركب الخيل؟, اسماعيل عليه السلام
ما هي أصغر سورة في القرآن الكريم؟, الكوثر
ما هي أصغر سورة في القرآن الكريم؟, الكوثر
من أول من سعى بين الصفا والمروة؟, هاجر
من أول من سعى بين الصفا والمروة؟, هاجر
كم عدد مفاتيح الغيب التي لا يعلم بها الا الله سبحانه وتعالى؟, خمسة مفاتيح
من أول من توفت من بنات الرسول صلى الله عليه وسلم؟, السيدة رقية
من هي زوجة الخليفتين وصاحبة الهجرتين ومصلية القبلتين وزوجة الشهيدين؟, أسماء بنت عميس
مرشد الرسول صلى الله عليه وسلم وأبو بكر رضى الله عنه أثناء الهجرة هو؟, عبدالله بن إريقط
من هو سيف الله المسلول؟, خالد بن الوليد
من هو الصحابي الذي ورد اسمه صريحا في القرآن الكريم؟, زيد بن الحارثة
سورة تحدثت عن غزوة حنين؟, سورة التوبة
ما هو اسم السورة التي تحدثت عن العقاب الذي ينتظر أبو لهب؟, سورة المسد
على من أنزل الزبور؟, داوود عليه السلام
كم عدد الكتب السماوية التي أنزلها الله تعالى؟, 5 كتب
ما هو الركن الثاني من أركان الإسلام؟, إقام الصلاة
ما اسم النبي الذي تمنى أن يموت؟, يوسف عليه السلام
ما هو الحيوان الذي ارتبط اسمه بسيدنا صالح عليه السلام؟, الناقة
ما اسم السورة التي تحدثت عن غزوة أحد؟, سورة آل عمران
من هو أول رسول من الله يسمى بالأحمد؟, محمد صلى الله عليه وسلم
كم مرة ذُكر اسم الرسول محمد صلى الله عليه وسلم في القرآن؟, 4 مرات
كم مرة ذُكر اسم الرسول محمد صلى الله عليه وسلم في القرآن؟, 4 مرات
من هو الملقب بـ أسد الله الغالب؟, علي بن أبي طالب
من هو الملقب بـ أسد الله الغالب؟, علي بن أبي طالب
من هو أول مولود في الإسلام؟, عبد الله بن عمر بن الخطاب
من هو قائد المسلمين في معكرة القادسية؟, سعد بن أبي وقاص
من هو قائد المسلمين في معكرة القادسية؟, سعد بن أبي وقاص
كيف أهلك الله قوم لوط؟, بحجارة مسومة
كيف أهلك الله قوم لوط؟, بحجارة مسومة
كيف أهلك الله قوم لوط؟, بحجارة مسومة
كيف أهلك الله قوم لوط؟, بحجارة مسومة
ما هي عدد المرات التي ورد فيها ذكر النار في المصحف الشريف؟, 126 مرة
ماهي السورة التي تسمي القتال؟, سورة محمد
ما هي السورة القرآنية التي يبكي فيها الشيطان عند سماعها؟, سورة السجدة
ما هي السورة القرآنية التي يبكي فيها الشيطان عند سماعها؟, سورة السجدة
من أول من أسلم من الرجال؟, أبو بكر الصديق
من أول من أسلم من الرجال؟, أبو بكر الصديق
متى فتحت مكة المكرمة؟, 8 هـ
متى فتحت مكة المكرمة؟, 8 هـ
متى فتحت مكة المكرمة؟, 8 هـ
ما هو الركن الثاني من أركان الاسلام؟, إقام الصلاة
أفضل طعام أشار له القرآن الكريم؟, العسل
من هم أكثر الأقوام عنادا مع أنبيائهم؟, اليهود
في أي سورة ذكر شهر رمضان في القرآن؟, سورة البقرة
من هو الذي كانت تستحي منه ملائكة السماء؟, عثمان بن عفان
ما هو الحج الأصغر؟, العمرة
ما اسم الصحابي الجليل الذي نزل الرسول صلى الله عليه وسلم ضيفا في بيته؟, أبو أيوب الانصاري
ما هي أول صلاة فرضت على الرسول محمد صلى الله عليه وسلم؟, صلاة الظهر
قال تعالى: (ماودعك ربك وما قلى) سورة الضحى، ما المقصود بـ (ما قلى)؟, ما ابغضك
من هو النبي الذي كان ابنه كافرا؟, نوح عليه السلام
كم عدد الصلوات المفروضة في اليوم والليلة؟, 5 صلوات
إلى أين كانت هجرة الرسول صلى الله عليه وسلم؟, مكة
كم عدد سور القران الكريم؟, 114
من هو النبي الذي ولد دون أب؟, عيسى عليه السلام
ما هي السورة سميت بقلب القرآن؟, سورة يس
هل يجوز شرب الماء في الصوم؟, لا ، لا يجوز أكل أو شرب أي شيء أثناء الصيام
ما هو اتجاه المسلمين في أداء الصلاة؟, الكعبة (مكة المكرمة)
متى يصوم المسلمون شهرا؟, في شهر رمضان
كم عدد أجزاء القرآن؟, 30
كم عدد الأنبياء الذين ورد ذكرهم في القرآن الكريم؟, 25
من أول من قال الشعر؟, آدم عليه السلام
ما الاسم الذي اطلق على الذين آمنوا بعيسى عليه السلام؟, الحواريون
في أي سنة هجرية توفي الرسول صلى الله عليه وسلم؟, 11 هـ
من هو أكثر الصحابة رواية للحديث؟, أبو هريرة
كم دامت خلافة أبو بكر الصديق رضي الله عنه؟, سنتين
ما هي الهيجاء؟, الحرب
من هو النبي الذي صام عن الكلام ثلاثة أيام؟, زكريا عليه السلام
من هو النبي الذي صام عن الكلام ثلاثة أيام؟, زكريا عليه السلام
أول جبل وضع في الأرض هو؟, جبل أبي قيس في مكة
من هو البخاري؟, محمد بن اسماعيل البخاري
ما أقصر سورة في القرآن الكريم؟, الكوثر
قال الرسول صلى الله عليه وسلام: (لا يدخل الجنة قتات)، فمن هو القتات؟, النمام
على لسان من ورد قوله تعالى: (ليتني مت قبل هذا وكنت نسيا منسيا)؟, مريم
ما هي عدة الأرملة غير الحامل؟, أربعة أشهر وعشرة أيام
